Sales Organization,Distribution Channel,Condition Type,Condition Record No.,Material,Condition Amount,Condition Currency,Pricing Unit,Unit of Measure,Valid From,Valid To
US05,Z2,ZPR0,0000343103,300009289,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000343107,300009293,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347111,300009428,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347405,300009989,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347470,300010165,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347546,300010380,54,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347552,300010407,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347562,300010439,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347564,300010441,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000333030,300010596,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000333031,300010597,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000333168,300010776,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000333175,300010784,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000333177,300010786,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000333181,300010790,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000398777,300010964,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z2,ZPR0,0000347608,300010977,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347613,300010989,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000333326,300011024,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347640,300011029,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347645,300011040,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0001622784,300011073,30,USD,1,CS,01/01/2023,01/01/9999
US05,Z2,ZPR0,0000398783,300011097,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z2,ZPR0,0000398791,300011120,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z2,ZPR0,0000347719,300011155,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347724,300011164,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347762,300011252,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347800,300011325,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347817,300011355,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000369142,300011600,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000333441,300011633,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000369159,300011634,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000369161,300011640,92,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000369182,300011677,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000369216,300011725,39,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000347992,300011789,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000348003,300011803,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000348110,300011995,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000348180,300012149,80,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000348181,300012150,39,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000348204,300012178,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000348218,300012235,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000391619,300012288,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z2,ZPR0,0000391634,300012335,70,USD,1,CS,01/01/2023,01/01/9999
US05,Z2,ZPR0,0000391650,300012393,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z2,ZPR0,0000391661,300012410,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z2,ZPR0,0000391688,300012530,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z2,ZPR0,0000391694,300012540,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z2,ZPR0,0000391697,300012550,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z2,ZPR0,0000391711,300019430,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z2,ZPR0,0010345738,300044193,30,USD,1,CS,11/24/2025,12/31/9999
US05,Z2,ZPR0,0010361931,300059165,35,USD,1,CS,01/01/2025,12/31/9999
US05,Z2,ZPR0,0010361934,300059193,35,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0000334151,300003306,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001734132,300003311,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334156,300003312,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334159,300003322,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334173,300003347,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334213,300003415,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334214,300003416,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334219,300003426,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344389,300003440,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334250,300003469,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334329,300003588,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334330,300003589,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334331,300003590,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334345,300003611,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334353,300003620,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334355,300003623,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334356,300003624,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334358,300003627,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903345,300003639,65,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000334373,300003652,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334375,300003654,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334384,300003670,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334387,300003673,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334421,300003731,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334433,300003800,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334462,300003840,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334486,300003879,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368715,300003883,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334489,300003884,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334492,300003887,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334493,300003888,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334494,300003889,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334495,300003890,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334503,300003917,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334521,300003970,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334531,300004021,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334532,300004022,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334536,300004032,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334539,300004035,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334544,300004042,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334560,300004064,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334564,300004074,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334568,300004079,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334572,300004084,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334574,300004086,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334607,300004126,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334608,300004127,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334618,300004148,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334620,300004154,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903373,300004192,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0002903374,300004193,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0002903375,300004194,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000334663,300004215,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334684,300004266,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334688,300004272,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334695,300004290,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334704,300004299,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903377,300004366,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0005131992,300004471,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000334837,300004513,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334849,300004525,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334850,300004526,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334894,300004610,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334896,300004612,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334902,300004618,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334907,300004623,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334916,300004633,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334918,300004635,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344624,300004676,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903383,300004744,35,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335013,300004819,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335014,300004820,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335015,300004821,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335052,300004878,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335061,300004893,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335069,300004908,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001734136,300004909,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335072,300004912,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335073,300004913,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335074,300004914,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335077,300004917,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335105,300004980,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335138,300005030,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335161,300005078,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335162,300005079,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335173,300005092,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335174,300005093,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335175,300005094,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344698,300005107,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335193,300005120,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335221,300005152,65,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001699745,300005213,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001699756,300005276,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0000335277,300005279,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335305,300005333,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344727,300005340,110,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335321,300005365,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335323,300005367,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335326,300005370,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335328,300005373,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335331,300005376,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335339,300005403,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001237307,300005412,30,USD,1,CS,01/27/2023,12/31/9999
US05,Z1,ZPR0,0000335352,300005437,65,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335368,300005469,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335371,300005472,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335372,300005473,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335375,300005477,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335376,300005478,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335382,300005485,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335386,300005492,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001699776,300005494,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001155683,300005535,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335422,300005551,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335426,300005555,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335432,300005562,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335433,300005563,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344744,300005570,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368725,300005571,31,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344757,300005595,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335453,300005615,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335463,300005625,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335466,300005629,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335471,300005636,44,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335480,300005647,24,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335482,300005649,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335483,300005650,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903400,300005654,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335491,300005662,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335492,300005663,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335493,300005664,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335494,300005665,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335496,300005667,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335534,300005718,44,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335538,300005722,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903099,300005739,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335562,300005759,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335585,300005798,65,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344779,300005844,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335619,300005846,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903111,300005879,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000344810,300005929,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344816,300005949,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335690,300005980,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903407,300005995,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335716,300006008,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335717,300006009,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335729,300006028,80,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903115,300006043,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335732,300006045,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335738,300006051,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335739,300006052,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335740,300006053,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335741,300006054,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335755,300006069,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335764,300006082,20,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335776,300006114,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335778,300006116,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335782,300006120,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335784,300006122,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903244,300006123,85,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0002903245,300006125,85,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335795,300006137,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335797,300006140,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335822,300006171,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903117,300006173,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335897,300006264,65,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903120,300006284,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335909,300006289,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903121,300006292,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335927,300006314,44,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335955,300006346,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335967,300006371,44,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000336002,300006417,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000336011,300006437,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000336013,300006439,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903409,300006450,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0002903410,300006451,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000336027,300006455,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0005522654,300006465,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000339394,300006496,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903125,300006497,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000339404,300006512,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339405,300006513,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339406,300006514,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339422,300006531,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339423,300006532,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339424,300006533,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339428,300006541,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903415,300006548,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0002903416,300006549,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0002903417,300006550,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0002903127,300006553,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000339469,300006592,44,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339470,300006593,44,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339472,300006595,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339473,300006596,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339502,300006630,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339520,300006649,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339521,300006650,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339522,300006651,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339526,300006656,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339527,300006658,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344889,300006659,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339537,300006673,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339540,300006676,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339572,300006713,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339573,300006714,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344927,300006807,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344928,300006818,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344937,300006887,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339714,300006935,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339741,300006973,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001237309,300006987,30,USD,1,CS,01/27/2023,12/31/9999
US05,Z1,ZPR0,0000339793,300007062,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903136,300007070,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000339828,300007100,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339841,300007127,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339842,300007128,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339843,300007129,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339844,300007130,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339848,300007135,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339858,300007145,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339860,300007150,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339861,300007151,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339869,300007159,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339888,300007178,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339889,300007179,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339890,300007180,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903443,300007188,35,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000339899,300007194,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339915,300007211,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903445,300007221,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000339929,300007227,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339933,300007232,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339951,300007262,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339954,300007266,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339955,300007267,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339956,300007268,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339971,300007296,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339992,300007326,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339993,300007327,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339994,300007328,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000340003,300007351,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000340004,300007352,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903140,300007364,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0002903141,300007365,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000340017,300007372,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000340036,300007409,70,USD,1,CS,01/01/2023,12/31/9999
